Job Title,Salary Estimate,Rating,Company Name,Location,Size,Type of ownership,Industry,Revenue
Data Scientist,$128K-$201K,1.0,Kibo,"Philadelphia, PA",,Company - Public,Not Classified,Unknown 
Aviation AI/ML Data Scientist,$128K-$201K,3.3,MITRE,"McLean, VA",5001 - 10000 ,Nonprofit Organization,Federal Agencies,$1 to $2 billion 
Data Scientist,$138K-$158K,3.9,Mars,United States,10000+ ,Company - Private,Food & Beverage Manufacturing,$10+ billion 
Data Scientist / Applied Mathematician,$138K-$158K,4.5,Fullpower Technologies,"Santa Cruz, CA",51 - 200 ,Company - Private,Computer Hardware & Software,$10 to $25 million 
"Machine Learning Engineer, Sr.",$138K-$158K,4.2,AeroVironment,"Simi Valley, CA",501 - 1000 ,Company - Public,Aerospace & Defense,$100 to $500 million 
Data Scientist (TS/SCI w/ Poly),$138K-$158K,3.5,Maxar Technologies,"Herndon, VA",5001 - 10000 ,Company - Public,Aerospace & Defense,$2 to $5 billion 
Weapons and Sensors Engineer/Scientist,$138K-$158K,4.0,Dynetics,"Huntsville, AL",1001 - 5000 ,Company - Private,Aerospace & Defense,$100 to $500 million 
Applied Computer Scientist,$138K-$158K,4.5,Systems ,"Woburn, MA",201 - 500 ,Company - Private,Aerospace & Defense,$100 to $500 million 
Senior Data Analyst,$138K-$158K,4.5,Novetta,"Herndon, VA",501 - 1000 ,Company - Private,Enterprise Software & Network Solutions,$100 to $500 million 
Information Systems Engineering Specialist (Engineering Scientist),$138K-$158K,3.8,Applied Research Laboratories,"Austin, TX",501 - 1000 ,College / University,Colleges & Universities,Unknown 
Cloud Data Engineer (Azure),$138K-$158K,3.9,Navy Federal Credit Union,"Merrifield, VA",10000+ ,Other Organization,Banks & Credit Unions,Unknown 
Scientist/Research Associate-Metabolic Engineering,$138K-$158K,2.0,Conagen,"New Bedford, MA",51 - 200 ,Company - Private,Biotech & Pharmaceuticals,Unknown 
"Vice President, Biometrics and Clinical Data Management",$138K-$158K,4.8,Alector,"South San Francisco, CA",51 - 200 ,Company - Public,Biotech & Pharmaceuticals,Unknown 
Enterprise Data Analyst (Enterprise Portfolio Management Office),$138K-$158K,3.9,Navy Federal Credit Union,"Merrifield, VA",10000+ ,Other Organization,Banks & Credit Unions,Unknown 
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138K-$158K,3.3,Reynolds American,"Winston-Salem, NC",5001 - 10000 ,Company - Private,Consumer Products Manufacturing,$10+ billion 
Lead Data Scientist – Network Analysis and Control,$138K-$158K,3.3,MITRE,"Bedford, MA",5001 - 10000 ,Nonprofit Organization,Federal Agencies,$1 to $2 billion 
Senior Machine Learning Engineer,$138K-$158K,5.0,LifeOmic,"Raleigh, NC",51 - 200 ,Company - Private,Enterprise Software & Network Solutions,Unknown 
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138K-$158K,4.4,Homology Medicines,"New Bedford, MA",51 - 200 ,Company - Public,Not Classified,Unknown 
Data Engineer,$138K-$158K,3.4,Spectrum Communications and Consulting,"Chicago, IL",51 - 200 ,Company - Private,Advertising & Marketing,$10 to $25 million 
Developer III - Data Science,$138K-$158K,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA",1001 - 5000 ,Company - Public,Health Care Services & Hospitals,$1 to $2 billion 
Senior Data Engineer,$138K-$158K,2.9,Affinity Solutions,"New York, NY",51 - 200 ,Company - Private,Advertising & Marketing,Unknown 
Hydrogen/Tritium Materials Scientist (Experienced),$138K-$158K,3.8,Sandia National Laboratories,"Livermore, CA",10000+ ,Government,Federal Agencies,$2 to $5 billion 
Data Engineer,$138K-$158K,3.5,Maxar Technologies,"McLean, VA",5001 - 10000 ,Company - Public,Aerospace & Defense,$2 to $5 billion 
Patient Safety- Associate Data Scientist,$80K-$132K,4.0,AstraZeneca,"Gaithersburg, MD",10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion 
Senior Data Scientist,$80K-$132K,4.0,Autodesk,"San Francisco, CA",5001 - 10000 ,Company - Public,Computer Hardware & Software,$2 to $5 billion 
Data Scientist,$80K-$132K,3.4,USI,"Southfield, MI",1001 - 5000 ,Company - Private,Construction,$100 to $500 million 
Data Scientist,$80K-$132K,3.9,GSK,"Collegeville, PA",10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,$80K-$132K,3.8,CIA,"Washington, DC",,Government,Federal Agencies,Unknown 
Data Scientist,$80K-$132K,4.5,Maven Wave Partners,"Chicago, IL",201 - 500 ,Company - Private,Consulting,$50 to $100 million 
Data Scientist,$80K-$132K,4.3,Ovative Group,"Minneapolis, MN",51 - 200 ,Company - Private,Advertising & Marketing,$10 to $25 million 
Data Scientist,$80K-$132K,3.6,Kognetics,"Gahanna, OH",1 - 50 ,Company - Private,Not Classified,Unknown 
Data Scientist,$80K-$132K,2.9,Envision Healthcare,"Nashville, TN",10000+ ,Company - Private,Health Care Services & Hospitals,Unknown 
Data Scientist,$80K-$132K,2.9,Pragmatics,United States,201 - 500 ,Company - Private,IT Services,$100 to $500 million 
Data Scientist,$80K-$132K,3.2,ConsumerTrack,California,51 - 200 ,Company - Private,Internet,$25 to $50 million 
Decision Scientist,$80K-$132K,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",5001 - 10000 ,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion 
Data Scientist - TS/SCI FSP or CI Required,$80K-$132K,5.0,Phoenix Operations Group,"Annapolis Junction, MD",1 - 50 ,Company - Private,IT Services,$1 to $5 million 
Data Scientist,$80K-$132K,3.5,Crossover Health,"San Clemente, CA",1 - 50 ,Company - Private,Health Care Services & Hospitals,$1 to $5 million 
Data Scientist,$80K-$132K,4.0,Lorven Technologies Inc,"New York, NY",1 - 50 ,Company - Private,Accounting,Less than $1 million 
Data Scientist,$80K-$132K,4.4,Meridian Knowledge Solutions,"Washington, DC",51 - 200 ,Subsidiary or Business Segment,Enterprise Software & Network Solutions,$100 to $500 million 
Data Scientist,$80K-$132K,4.2,UST Global,"Atlanta, GA",10000+ ,Company - Private,IT Services,$1 to $2 billion 
Data Scientist,$80K-$132K,3.2,IMG Systems,"Plano, TX",1 - 50 ,Company - Private,Consulting,$1 to $5 million 
Data Scientist,$80K-$132K,3.4,Trident Systems Inc,"Fairfax, VA",51 - 200 ,Company - Private,Aerospace & Defense,$25 to $50 million 
Data Scientist,$80K-$132K,4.7,Tygart Technology,"Washington, DC",1 - 50 ,Company - Private,Not Classified,$1 to $5 million 
(Sr.) Data Scientist -,$87K-$141K,3.6,Merrick Bank,Utah,201 - 500 ,Company - Private,Banks & Credit Unions,Unknown 
Senior Data Scientist,$87K-$141K,4.2,ManTech,"Alexandria, VA",5001 - 10000 ,Company - Public,Research & Development,$1 to $2 billion 
Data Scientist,$87K-$141K,1.0,GrainBridge,"Omaha, NE",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$87K-$141K,3.2,First Health Group,"Wellesley, MA",10000+ ,Company - Private,Insurance Carriers,$10+ billion 
Data Scientist,$87K-$141K,1.0,Sprezzatura Management Consulting,"Washington, VA",,Company - Private,Not Classified,Unknown 
Data Scientist,$87K-$141K,2.8,Progress Rail,"Fort Worth, TX",1001 - 5000 ,Subsidiary or Business Segment,Rail,$2 to $5 billion 
Data Scientist,$87K-$141K,4.2,UST Global,"Atlanta, GA",10000+ ,Company - Private,IT Services,$1 to $2 billion 
Data Scientist,$87K-$141K,4.5,Axiologic Solutions,"Alexandria, VA",51 - 200 ,Company - Private,Aerospace & Defense,Unknown 
Data Scientist,$87K-$141K,3.0,Indigo Slate,"Bellevue, WA",51 - 200 ,Company - Private,Consulting,$10 to $25 million 
Data Scientist,$87K-$141K,3.3,Cubic,United States,5001 - 10000 ,Company - Public,Aerospace & Defense,$1 to $2 billion 
Data Scientist,$87K-$141K,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA",1 - 50 ,Company - Private,Not Classified,Less than $1 million 
Data Engineer,$87K-$141K,3.5,Alignment Healthcare,"Orange, CA",501 - 1000 ,Company - Private,Health Care Services & Hospitals,Unknown 
Data Scientist,$87K-$141K,3.5,WGSN,"Baltimore, MD",1 - 50 ,Company - Private,Consulting,$50 to $100 million 
Data Scientist,$87K-$141K,3.6,ISYS Technologies,"Herndon, VA",51 - 200 ,Company - Private,Computer Hardware & Software,$10 to $25 million 
Data Scientist,$87K-$141K,3.0,TransVoyant,"Alexandria, VA",51 - 200 ,Company - Private,Enterprise Software & Network Solutions,Unknown 
Data Scientist/Data Analytics Practitioner,$87K-$141K,4.0,Noblis,"Bridgeport, WV",1001 - 5000 ,Nonprofit Organization,Consulting,$100 to $500 million 
Data Scientist,$87K-$141K,4.6,Murray Resources,"The Woodlands, TX",1 - 50 ,Company - Private,Staffing & Outsourcing,$10 to $25 million 
Data Scientist,$87K-$141K,4.3,Geotab,"Oakville, CA",1001 - 5000 ,Company - Private,Computer Hardware & Software,$100 to $500 million 
Data Scientist,$87K-$141K,4.7,CRS Group,"Chicago, IL",51 - 200 ,Company - Private,Staffing & Outsourcing,$10 to $25 million 
Data Scientist,$87K-$141K,3.7,EGlobalTech,"Arlington, VA",201 - 500 ,Company - Private,IT Services,Unknown 
"Data Scientist, Kinship - NYC/Portland",$92K-$155K,3.9,Mars,"New York, NY",10000+ ,Company - Private,Food & Beverage Manufacturing,$10+ billion 
Data Scientist,$92K-$155K,4.9,Avlino,New Jersey,1 - 50 ,Company - Private,Enterprise Software & Network Solutions,Less than $1 million 
Data Scientist,$92K-$155K,3.0,Central Business Solutions,"Seattle, WA",51 - 200 ,Company - Private,Consulting,$5 to $10 million 
Data Scientist,$92K-$155K,2.5,KeHE Distributors,"Naperville, IL",5001 - 10000 ,Company - Private,Wholesale,Unknown 
Data Scientist,$92K-$155K,3.5,Blackstone Talent Group,"San Francisco, CA",51 - 200 ,Company - Private,Consulting,$25 to $50 million 
Data Scientist - TS/SCI Required,$92K-$155K,5.0,Phoenix Operations Group,"Baltimore, MD",1 - 50 ,Company - Private,IT Services,$1 to $5 million 
Data Scientist,$92K-$155K,1.0,Sophinea,"Chantilly, VA",1 - 50 ,Unknown,Not Classified,Unknown 
Senior Data Scientist,$92K-$155K,3.5,Maxar Technologies,"Herndon, VA",5001 - 10000 ,Company - Public,Aerospace & Defense,$2 to $5 billion 
Data Scientist,$92K-$155K,3.0,Moxie Software,"Bellevue, WA",51 - 200 ,Company - Private,Enterprise Software & Network Solutions,Unknown 
Data Scientist(s)/Machine Learning Engineer,$92K-$155K,5.0,Blue Horizon Tek Solutions,"New York, NY",1 - 50 ,Company - Private,Staffing & Outsourcing,Unknown 
Data Scientist,$92K-$155K,4.7,Unicom Technologies INC,"Chicago, IL",51 - 200 ,Company - Private,IT Services,Unknown 
Data Engineer,$92K-$155K,3.3,Americo Life,"Kansas City, MO",201 - 500 ,Company - Private,Insurance Carriers,$100 to $500 million 
Data Scientist,$92K-$155K,3.3,Tokio Marine HCC,"Houston, TX",1001 - 5000 ,Company - Private,Insurance Carriers,Unknown 
Data Scientist,$92K-$155K,3.5,CACI International,"Chantilly, VA",10000+ ,Company - Public,Aerospace & Defense,$2 to $5 billion 
"AI/ML - Machine Learning Scientist, Siri Understanding",$92K-$155K,4.1,Apple,"Santa Clara, CA",10000+ ,Company - Public,Computer Hardware & Software,$10+ billion 
Data Scientist,$92K-$155K,3.5,Maxar Technologies,"Herndon, VA",5001 - 10000 ,Company - Public,Aerospace & Defense,$2 to $5 billion 
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92K-$155K,3.9,Southwest Research Institute,"Oklahoma City, OK",1001 - 5000 ,Nonprofit Organization,Research & Development,$500 million to $1 billion 
Data Scientist,$92K-$155K,4.7,Compass Consulting Group,"Thousand Oaks, CA",51 - 200 ,Company - Private,Consulting,Unknown 
Data Science Software Engineer,$92K-$155K,4.8,Klaviyo,"Boston, MA",201 - 500 ,Company - Private,Computer Hardware & Software,Unknown 
"Scientist / Group Lead, Cancer Biology",$92K-$155K,1.0,Monte Rosa Therapeutics,"Cambridge, MA",Not Classified,Not Classified,Not Classified,Not Classified
AI Ops Data Scientist,$92K-$155K,4.0,AstraZeneca,"Gaithersburg, MD",10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion 
Senior Data Scientist,$105K-$167K,3.8,GutCheck,"Denver, CO",51 - 200 ,Company - Private,Advertising & Marketing,$10 to $25 million 
Sr. ML/Data Scientist - AI/NLP/Chatbot,$105K-$167K,3.8,Juniper Networks,"Cupertino, CA",5001 - 10000 ,Company - Public,Telecommunications Services,$2 to $5 billion 
Data Scientist,$105K-$167K,2.7,Hexagon US Federal,"Lexington Park, MD",51 - 200 ,Company - Public,Aerospace & Defense,Unknown 
Data Scientist,$105K-$167K,4.0,Comtech Global Inc,"Washington, DC",51 - 200 ,Company - Private,"Health, Beauty, & Fitness",$5 to $10 million 
Data Scientist,$105K-$167K,1.0,Berico Technologies,"Fort Belvoir, VA",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$105K-$167K,1.0,Kehe Food Distributors,"Naperville, IL",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$105K-$167K,3.8,Aveshka,"Washington, DC",51 - 200 ,Company - Public,IT Services,$10 to $25 million 
Data Scientist,$105K-$167K,3.2,Perspecta,"Adelphi, MD",10000+ ,Company - Public,Aerospace & Defense,Unknown 
Data Scientist,$105K-$167K,1.0,Pactera Edge,"Redmond, WA",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$105K-$167K,3.6,Qurate Retail Group,"West Chester, PA",10000+ ,Company - Public,Other Retail Stores,Unknown 
Data Scientist,$105K-$167K,4.4,SolutionIT,"Edison, NJ",51 - 200 ,Company - Private,Not Classified,Unknown 
Data Scientist,$105K-$167K,4.1,A-Line Staffing Solutions,"Durham, NC",501 - 1000 ,Company - Private,Staffing & Outsourcing,Unknown 
Data Scientist,$105K-$167K,1.0,Clear Ridge Defense,"Quantico, VA",1 - 50 ,Company - Private,Not Classified,Unknown 
Data Scientist,$105K-$167K,3.8,Criterion Systems,"Vienna, VA",201 - 500 ,Company - Private,IT Services,$50 to $100 million 
Data Scientist,$105K-$167K,4.0,Foundation Medicine,"Boston, MA",1001 - 5000 ,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million 
Data Scientist,$105K-$167K,3.6,TRANZACT,"Fort Lee, NJ",1001 - 5000 ,Company - Private,Advertising & Marketing,Unknown 
Data Scientist,$105K-$167K,1.0,JKGT,"San Francisco, CA",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$105K-$167K,1.0,AccessHope,"Irwindale, CA",Not Classified,Not Classified,Not Classified,Not Classified
Data Scientist,$105K-$167K,5.0,ChaTeck Incorporated,"San Francisco, CA",1 - 50 ,Company - Private,Advertising & Marketing,$1 to $5 million 
Data Scientist,$105K-$167K,2.7,1-800-Flowers,"New York, NY",1001 - 5000 ,Company - Public,Wholesale,$1 to $2 billion 
